,Link,Title,Created at,Answers1,Answers2,Answers3,Answers4,Answers5
10,https://forum.gsmhosting.com/vbb/f898/frp-unlock-a057g-not-supported-3285656/,FRP unlock a057g not supported?,08-13-2024,"a057g frp unlock not working.. after testpoint i got tis screen

have anyone this problem?","Dear User,


We do not have a loader for this phone. If you have a compatible loader for it, you can select it.


Best Regards,
ChimeraTeam



Quote:
Originally Posted by ercie2
a057g frp unlock not working.. after testpoint i got tis screen

have anyone this problem?",please try to add frp remove galaxy A05s aka A057G modem U1/U2..,"Quote:
Originally Posted by Chimera Tool
Dear User,


We do not have a loader for this phone. If you have a compatible loader for it, you can select it.


Best Regards,
ChimeraTeam
need flash backup or anything for study or loader extraction?
we can do anything?","Dear User,


The only thing you can do is ""Pick a local file"" after connecting the phone in EDL and then select the compatible .elf/.mbn loader for this phone. As soon as we find the loader for this phone we will add it.


Regards,
ChimeraTeam



Quote:
Originally Posted by agentot
need flash backup or anything for study or loader extraction?
we can do anything?"
11,https://forum.gsmhosting.com/vbb/f898/samsung-sm-a156e-support-frp-unlock-faild-3292577/,samsung Sm-A156E support frp unlock faild,08-13-2024,"samsung Sm-A156E support

i try frp unlocked faild
test point no much
etc
support frp kg mdm etc","Dear User,




Have you tried it in Download mode? If yes, can you send the workid too?

Regards,
ChimeraTeam



Quote:
Originally Posted by sohidul
samsung Sm-A156E support

i try frp unlocked faild
test point no much
etc
support frp kg mdm etc","Switching to download mode.
Waiting for download mode.
Connected
Saving PIT data to file: C:/Program Files (x86)/Chimera/Backup/Samsung/Samsung Galaxy A15 5G/Samsung Galaxy A15 5G-mtk-frp-2024-08-11-183902.pit
Restarting the phone...
Unable to finish.
Operation failed
Finished at local time: [08.11.24 18:39:02]
WorkID: 297409695","Dear User,


Samsung closed the exploit on this device, we do not have a solution to remove the FRP from it, unfortunately.


Regards,
ChimeraTeam





Quote:
Originally Posted by anvaranvar
Switching to download mode.
Waiting for download mode.
Connected
Saving PIT data to file: C:/Program Files (x86)/Chimera/Backup/Samsung/Samsung Galaxy A15 5G/Samsung Galaxy A15 5G-mtk-frp-2024-08-11-183902.pit
Restarting the phone...
Unable to finish.
Operation failed
Finished at local time: [08.11.24 18:39:02]
WorkID: 297409695","Quote:
Originally Posted by Chimera Tool
Dear User,


Samsung closed the exploit on this device, we do not have a solution to remove the FRP from it, unfortunately.


Regards,
ChimeraTeam
As well for SM-A155F, shame, hope solution for this in short

Quote:
Chimera Mobile Phone Utility version: 40.29.1523 @ 2024-08-13
Printing phone history

Get Info
08/08/2024
18:38

Get Info
08/08/2024
18:37

Remove FRP
08/08/2024
18:30

Remove FRP
08/08/2024
18:04

Remove FRP
08/08/2024
18:03

Removing factory reset protection...
Switching to download mode.
Waiting for download mode.
Connected
Saving PIT data to file: C:/Program Files (x86)/Chimera/Backup/Samsung/Samsung Galaxy A15/Samsung Galaxy A15-mtk-frp-2024-08-13-124659.pit
Restarting the phone...
Unable to finish.
Operation failed
Finished at local time: [08.13.24 12:46:59]
WorkID: 297872338"
12,https://forum.gsmhosting.com/vbb/f898/a135u-unlock-network-3327862/,a135u unlock network,08-13-2024,"Model: SM-A135U
Carrier ID: AIO
Sales Code: AIO
Country Code: USA
Timezone: Africa/Algiers
Android Version: 12 [SP1A.210812.016] [SDK 31]
Build Date: Tue Aug 2 13:03:56 KST 2022
PDA Version: A135USQU2AVH1 [august 2022, rev1]
Phone Version: A135USQU2AVH1 [august 2022, rev1]
CSC Version: A135UOYN2AVH1 [august 2022, rev1]
Board Platform: UNIVERSAL3830
Modem Platform: SHANNON318
Serial Number: R58*****
Imei: 35******
Network Type: GSM
SIM Status: NETWORK_LOCKED
Multisim Config: SS
Knox Version: v30
Warranty Bit: 0
Security Patch: 2022-07-01
Em Did: 2009B7EC5A2F3011






lock carier criket can i unlock network with chimera",and phone dont ask network code,"Dear User,




In that case, we are not able to unlock this device.


Regards,
ChimeraTeam





Quote:
Originally Posted by phonix_19
and phone dont ask network code",,
13,https://forum.gsmhosting.com/vbb/f898/samsung-a346b-frp-chimera-3327821/,samsung a346b frp with chimera?,08-12-2024,"can i remove frp lock with chimera on this firmware here is info from phone

Get info started
Gathering info...
Collecting information. Be patient! Do NOT disconnect the phone!
Model: SM-A346B
CSC Version: A346BOXM6BXD2 [april 2024, rev2]
AP/PDA Version: A346BXXU6BXD2 [april 2024, rev2]
CP/Phone Version: A346BXXU6BXD2 [april 2024, rev2]
Serial: RZCW70MEJBM
IMEI: 351648448627944
IMEI2: 353129128627940
Product Code: EUX
Unique Number: CE05237555098D7A3B7E
Android Version: 14
Network Lock Status: UNLOCK
FRP Lock Status: TRIGGERED
Successfully finished.
Finished at local time: [08.12.24 12:26:51]
WorkID: 297551843","Dear User,


Yes, April security should be supported from Download or Bootrom mode.




Regards,
ChimeraTeam



Quote:
Originally Posted by trenac
can i remove frp lock with chimera on this firmware here is info from phone

Get info started
Gathering info...
Collecting information. Be patient! Do NOT disconnect the phone!
Model: SM-A346B
CSC Version: A346BOXM6BXD2 [april 2024, rev2]
AP/PDA Version: A346BXXU6BXD2 [april 2024, rev2]
CP/Phone Version: A346BXXU6BXD2 [april 2024, rev2]
Serial: RZCW70MEJBM
IMEI: 351648448627944
IMEI2: 353129128627940
Product Code: EUX
Unique Number: CE05237555098D7A3B7E
Android Version: 14
Network Lock Status: UNLOCK
FRP Lock Status: TRIGGERED
Successfully finished.
Finished at local time: [08.12.24 12:26:51]
WorkID: 297551843",do i try with test point ?,"Dear User,


You can try using testpoint or in download mode.


Regards,
ChimeraTeam



Quote:
Originally Posted by trenac
do i try with test point ?","Quote:
Originally Posted by Chimera Tool
Dear User,


You can try using testpoint or in download mode.


Regards,
ChimeraTeam
i cant connect via test point
Chimera Mobile Phone Utility version: 40.29.1523 @ 2024-08-12
Initializing...
USB communication timeout
Change to bootrom mode
Bootrom mode device removed
Failed to connect to the phone, please reboot the phone to bootrom mode so that we can try again!
Please put the phone manually to bootrom mode!
You might need to hold some combination of the volume up/down keys while plugging in the USB cable to a powered off phone, or via test point!
The procedure has been canceled.
Finished at local time: [08.12.24 17:49:17]
WorkID: 297651932"
14,https://forum.gsmhosting.com/vbb/f672/possible-remove-screen-password-newer-samsung-galaxy-phones-3323237/,Is it possible to remove the screen password from newer Samsung Galaxy phones?,07-28-2024,"Hello, forgive my ignorance, but I would like to ask a question about the good. Is it currently possible to remove screen lock passwords or recover data that is in the memory of a Samsung Galaxy S22 using JTAG Plus?","No, unless it was flashed with custom firmware and had disabled encryption.",,,
15,https://forum.gsmhosting.com/vbb/f1014/successfully-unlocked-repaired-translating-phones-eft-dongle-2214526/,★=★=★Successfully Unlocked & Repaired & Translating Phones By EFT Dongle★=★=★,08-12-2024,"Hi all gsm members in world Here;
Please All Post Successfully Unlocked & Repaired & Translating Phones By

EFT Dongle = Easy-Firmware Team Dongle

In This Thread",Galaxy Note 5 Sm-n920p add arabic successfully,"SM-J320V PI2 6.0.1 Successfully Added Arabic Lunguage By EFT Dongle
















BR,
Mohamed Aamri",SM-G920V PC2 5.1.1 Successfully Added Arabic Lunguage By EFT Dongle,SM-N920P QA1 6.0.1 Successfully Added Arabic Lunguage By EFT Dongle
16,https://forum.gsmhosting.com/vbb/f1014/eft-pro-dongle-update-v4-8-1-added-qualcomm-models-samsung-mtk-unlock-sim-realme-3325761/,EFT Pro Dongle Update V4.8.1[Added Qualcomm Models for Samsung&MTK Unlock SIM Realme],08-10-2024,"EFT Pro Dongle Update V4.8.1 Build 001 is released :

What's New :


[Qualcomm]
- Added Qualcomm Models for Samsung

★ FRP (Factory Reset Protection)
★ Factory Reset

Specific Models:

- SM-A426U BIT6
- SM-A526U BIT (A)
- SM-A716U BIT9
- SM-F711B BIT6
- SM-F711U BIT6
- SM-F711U BIT5
- SM-F721B BIT4
- SM-F721U BIT3
- SM-F916U BIT2
- SM-F926B BIT5
- SM-F926B BIT4
- SM-F926U BIT4
- SM-F936B BIT4
- SM-F936U BIT3
- SM-G781U BIT6
- SM-G781U BIT8
- SM-G781U BIT9
- SM-G781V BIT5
- SM-G781W BIT (C)
- SM-G781WV BIT (C)

[MTK]
Added Unlock SIM for Realme:
Specific Models:

- RMP2102
- RMX3242
- RMX3286
- RMX3350
- RMX3357
- RMX3381
- RMX3388
- RMX3392
- RMX3393
- RMX3395
- RMX3396
- RMX3430
- RMX3560
- RMX3561
- RMX3562
- RMX3563
- RMX3571
- RMX3572
- RMX3574
- RMX3611
- RMX3612
- RMX3617
- RMX3618
- RMX3619
- RMX3630
- RMX3636
- RMX3686
- RMX3687
- RMX3740
- RMX3741
- RMX3750
- RMX3751
- RMX3771
- RMX3780
- RMX3782


More Come Soon ..........




Previous Version EFT Pro Dongle Feature
[MTK]
New design and Easy menu
Support Forced BROM (method 1)
Support Forced BROM (method 2)
Support Forced BROM without Test Point
Support Samsung forced BROM (PIT Method)
Support write Huawei (UPDATE APP) firmware
Support write Samsung (TAR) firmware
Support write Oppo/Realme (OFP) firmware
Support write EMMC Dump firmware
Support Vivo MT6765 PreLoader
Support direct unlock network MTK (BROM)
Support (Vivo) Disable MDM lock Supported for (2020 to Up)
Support (Vivo) Disable MDM lock Supported for (2019)
Support (Vivo) Disable MDM lock Supported for (Y15S PD2140EF)
Support (Vivo) Disable demo mode
Support (Vivo) Disable orange msg
Support (Vivo) Restore orange msg
Update Samsung Disable MDM Lock
Update Samsung change KG
Update Oppo disable MDM lock
Support Security 2022/2023 for MTK
Support Device for MTK devices
Support Device (MTK) Factory Reset/FRP Reset/Write Firmware
Update Write Samsung (TAR) Firmware
Device (MTK) Factory Reset/FRP
Fix Tool Dl Image Fail
Reset Frp Lock WriteFile
Protocol For MTK (V6)
Protocol MTK Devices Read Info / Flash / Format / FRP
Free Auth Tecno / Infinix / itel
Support Models on V6 Protocol Infinix / Tecno
Added Repair IMEI Generic (MT67XX) BROM
Added Repair Network Security 2020/2021 BROM
Added Repair Network Security 2022 BROM
Added Read IMEI
Added backup with CID number for MTK operations
Added Forced BROM SAMSUNG Download Mode
Added OPPO MT6771 Auth Free
Added Samsung Auth Free
Samsung Galaxy Wide5(SM-E426S) Auth Free
Samsung Galaxy A13 5G(SM-A136) Auth Free
Samsung Galaxy A22(SM-A225) Auth Free
Samsung Galaxy F42 (SM-E426)Auth Free
Added new DEVICE for mtk protocol (v6)
Update GENERIC MTK V5
Update GENERIC MTK 2023
Added META Read Info All MTK CPU
Added META Factory Reset All MTK CPU
Added META Factory Reset MT62XX
Added META Repair IMEI All MTK CPU
Added in META Mode ( Infinix - Tecno - Itel ) All Model With Auth
Added MTK Preloader
Added SAMSUNG Brom Models NEW
Added META Read Info
Added META Factory Reset Direct (INFINIX-TECNO-ITEL)
Added Enable/Disable Backup
Direct Factory Reset (INFINIX-TECNO-ITEL)

[SPD]
Support models apove 200+ model
Factory reset and FRP Reset
Added write PAC firmware for All SPD
Enter diag mode 2 methods
Read info and IMEI in diag mode
Factory reset in Diag mode ALL mode
Added RSA AUTH Itel/Tecno/Infinix/Realme and more
Added Spd Fix Wireless Test Assistant
Added New Device (SPD) Factory reset/FRP Reset/Write Firmware PAC
Read Info
Reset FRP/Factory Reset
Unlock Bootloader
Relock Bootloader
Added Info Boot Mode
Added Read Flash /Format Disk /Write Disk
Added Network Unlock Boot Mode
Added Repair IMEI Boot Mode
Added Remove MDM Boot Mode
Added New Boot SPD V2
Added GENERIC SPD V1

[SAMSUNG]
Fix Exynos Boot (Beta)
Bypass Knox Samsung Adb
Bypass Knox Samsung MTP
Remove FRP Direct (MTP) 2023
Enable ADB With Call Emergency #0#.
Remove KG Lock Direct (MTP)
Translate ADB Android 13

[Qualcomm]
Enable Diag Mode Without Root
Added New List (Qualcomm New)
Added list Service For (Factory Reset /FRP )
Added list Service For (Factory Reset Oppo /FRP Oppo )
-Qualcomm device support automatic loader
-Support for Qualcomm devices. Select the model
Device Support for Qualcomm devices
Device (Qualcomm) Factory Reset/FRP
Qualcomm Protocol Update To Support More Devices And Brands
Fixed Read Chip Info Oppo Reno Devices
Unlock ID (Huawei)
Reset FRP/UserData Use Firmware (Vivo/Other)
Device Support for Qualcomm devices
Device (Qualcomm) Factory Reset/FRP
Added Read flash
Added Repair Chip damaged (Huawei)
Update Remove ID (Huawei)
Fix OLD loader
Support Automatic Loader [OPPO/VIVO/HUAWEI/XIAOMI/ONEPLUS]
Added NEW Device ALCATEL/TCL

[ APPLE ]
Added BOOT PASSCODE/HELLO IOS 16.4 IPHONE 8/8+/X
Added BOOT PASSCODE/HELLO IOS 16.4 IPAD
Generate Activation files ios 15.x/16.x (IPHONE/IPAD) (Without Change SN)
FIX Boot Passcode/Hello IOS 15.x/16.x (IPAD/IPhone)
FIX Mount Passcode/Hello IOS 11.x Up 16.x
BOOT PASSCODE/HELLO FOR (IPAD)
Read Account From Backup Folder
Boot Passcode/Hello IOS 11.x Up 16.x One Click
Change Test Signed Drivers to ON
Read iDevice Info (Recovery Mode)
Automatic Active Backup Restore built-in with One Click
supported by recovery and supported by DFU
Save info to txt file when Backup or reading from a file
Restore Passcode with Disable Update/Reset
Add option to format or restart if backup completes
Ipwnder restart in case of failure
Restore by bypass Setup and disabling Update
Added (Jailbreak) Backup Apple with Info
Added Disable Update/Reset/Skip Setup (One Click)
Added Disable Update/Reset/Skip Setup Ramdisk/HELLO


[ Rockchip ]
Update Read/Write Flash
Factory Reset & Frp






More Come Soon ...

Update online without replace it ...


For New User Download File

Kind Regards, Easy Firmware Team


Get Now EFT Dongle From Nearest Distrubutor/Reseller Here

EFT Tool Pro WithoutDongle","wow nice update team!!!

i love eft!

need add a236b for frp please!

Thanks for hard work!!!",tool not opened now how to solve,,"Quote:
Originally Posted by DeVilCapo
yes i have same error"
17,https://forum.gsmhosting.com/vbb/f1014/eft-pro-dongle-update-v4-7-9-mtk-update-auth-server-xiaomi-samsung-new-model-added-3313468/,EFT Pro Dongle Update V4.7.9[MTK Update AUTH Server - Xiaomi&Samsung New Model Added],08-04-2024,"EFT Pro Dongle Update V4.7.9 Build 001 is released :

What's New :


[MTK]
Update AUTH Server TECNO / INFINIX

★ Read info
★ FRP
★ Factory Reset
★ Flash


[Xiaomi]
Added Models Qualcomm Xiaomi

★ Reset FRP
★ Factory Reset

Added Models Qualcomm Samsung V3 / V4

SM-S908N U4 First in the World
SM-G970U
SM-G970U U9
SM-G970U1 U9
SM-G970W U9
SM-G970XU U9
SM-G975U U9
SM-G975U1 U9
SM-G975W U9
SM-G975XU U9
SM-G981U U9
SM-G981U1 U9
SM-G981W U9
SM-G981XU U9
SM-G986U U8
SM-G986U1 U8
SM-G986W U8
SM-G986XU U8
Added Models Qualcomm Xiaomi

Xiaomi Mi 9 Lite
Xiaomi CC9
Xiaomi CC9 Meitu Edition
Xiaomi Mi 9T
Redmi K20
Xiaomi Mi CC9 Pro
Xiaomi Mi Note 10
Note 10 Lite
Xiaomi Mi Note 10 Pro
Xiaomi POCO X2
Xiaomi Redmi K30
Xiaomi Black Shark
Xiaomi Black Shark Helo
Xiaomi Mi 8
Xiaomi Mi 8 Pro
Xiaomi Mi 8 Explorer
Xiaomi Mi Mix 2s
Xiaomi Mi Mix 3
Xiaomi Mi 9
Xiaomi Mi 9T Pro
Xiaomi Mi Mix 3 5G
Xiaomi Black Shark 2
Xiaomi Redmi K20 Pro
Xiaomi Redmi 8
Xiaomi Redmi 8A
Xiaomi Redmi 7A
Xiaomi Mi CC9e
Xiaomi Redmi Note 8
Xiaomi Redmi Note 8T
Xiaomi Mi A3
Xiaomi Black Shark 3
Xiaomi Black Shark 3 Pro
Xiaomi Black Shark 3S
Xiaomi Mi 10 5G
Xiaomi Mi 10 Pro 5G
Xiaomi Mi 10 Ultra
Xiaomi Mi 10T 5G
Xiaomi Mi 10T Pro 5G
Xiaomi POCO F2 Pro
Xiaomi Redmi K30 Pro
Xiaomi Redmi K30S






Previous Version EFT Pro Dongle Feature
[MTK]
New design and Easy menu
Support Forced BROM (method 1)
Support Forced BROM (method 2)
Support Forced BROM without Test Point
Support Samsung forced BROM (PIT Method)
Support write Huawei (UPDATE APP) firmware
Support write Samsung (TAR) firmware
Support write Oppo/Realme (OFP) firmware
Support write EMMC Dump firmware
Support Vivo MT6765 PreLoader
Support direct unlock network MTK (BROM)
Support (Vivo) Disable MDM lock Supported for (2020 to Up)
Support (Vivo) Disable MDM lock Supported for (2019)
Support (Vivo) Disable MDM lock Supported for (Y15S PD2140EF)
Support (Vivo) Disable demo mode
Support (Vivo) Disable orange msg
Support (Vivo) Restore orange msg
Update Samsung Disable MDM Lock
Update Samsung change KG
Update Oppo disable MDM lock
Support Security 2022/2023 for MTK
Support Device for MTK devices
Support Device (MTK) Factory Reset/FRP Reset/Write Firmware
Update Write Samsung (TAR) Firmware
Device (MTK) Factory Reset/FRP
Fix Tool Dl Image Fail
Reset Frp Lock WriteFile
Protocol For MTK (V6)
Protocol MTK Devices Read Info / Flash / Format / FRP
Free Auth Tecno / Infinix / itel
Support Models on V6 Protocol Infinix / Tecno
Added Repair IMEI Generic (MT67XX) BROM
Added Repair Network Security 2020/2021 BROM
Added Repair Network Security 2022 BROM
Added Read IMEI
Added backup with CID number for MTK operations
Added Forced BROM SAMSUNG Download Mode
Added OPPO MT6771 Auth Free
Added Samsung Auth Free
Samsung Galaxy Wide5(SM-E426S) Auth Free
Samsung Galaxy A13 5G(SM-A136) Auth Free
Samsung Galaxy A22(SM-A225) Auth Free
Samsung Galaxy F42 (SM-E426)Auth Free
Added new DEVICE for mtk protocol (v6)
Update GENERIC MTK V5
Update GENERIC MTK 2023
Added META Read Info All MTK CPU
Added META Factory Reset All MTK CPU
Added META Factory Reset MT62XX
Added META Repair IMEI All MTK CPU
Added in META Mode ( Infinix - Tecno - Itel ) All Model With Auth
Added MTK Preloader
Added SAMSUNG Brom Models NEW
Added META Read Info
Added META Factory Reset Direct (INFINIX-TECNO-ITEL)
Added Enable/Disable Backup
Direct Factory Reset (INFINIX-TECNO-ITEL)

[SPD]
Support models apove 200+ model
Factory reset and FRP Reset
Added write PAC firmware for All SPD
Enter diag mode 2 methods
Read info and IMEI in diag mode
Factory reset in Diag mode ALL mode
Added RSA AUTH Itel/Tecno/Infinix/Realme and more
Added Spd Fix Wireless Test Assistant
Added New Device (SPD) Factory reset/FRP Reset/Write Firmware PAC
Read Info
Reset FRP/Factory Reset
Unlock Bootloader
Relock Bootloader
Added Info Boot Mode
Added Read Flash /Format Disk /Write Disk
Added Network Unlock Boot Mode
Added Repair IMEI Boot Mode
Added Remove MDM Boot Mode
Added New Boot SPD V2
Added GENERIC SPD V1

[SAMSUNG]
Fix Exynos Boot (Beta)
Bypass Knox Samsung Adb
Bypass Knox Samsung MTP
Remove FRP Direct (MTP) 2023
Enable ADB With Call Emergency #0#.
Remove KG Lock Direct (MTP)
Translate ADB Android 13

[Qualcomm]
Enable Diag Mode Without Root
Added New List (Qualcomm New)
Added list Service For (Factory Reset /FRP )
Added list Service For (Factory Reset Oppo /FRP Oppo )
-Qualcomm device support automatic loader
-Support for Qualcomm devices. Select the model
Device Support for Qualcomm devices
Device (Qualcomm) Factory Reset/FRP
Qualcomm Protocol Update To Support More Devices And Brands
Fixed Read Chip Info Oppo Reno Devices
Unlock ID (Huawei)
Reset FRP/UserData Use Firmware (Vivo/Other)
Device Support for Qualcomm devices
Device (Qualcomm) Factory Reset/FRP
Added Read flash
Added Repair Chip damaged (Huawei)
Update Remove ID (Huawei)
Fix OLD loader
Support Automatic Loader [OPPO/VIVO/HUAWEI/XIAOMI/ONEPLUS]
Added NEW Device ALCATEL/TCL

[ APPLE ]
Added BOOT PASSCODE/HELLO IOS 16.4 IPHONE 8/8+/X
Added BOOT PASSCODE/HELLO IOS 16.4 IPAD
Generate Activation files ios 15.x/16.x (IPHONE/IPAD) (Without Change SN)
FIX Boot Passcode/Hello IOS 15.x/16.x (IPAD/IPhone)
FIX Mount Passcode/Hello IOS 11.x Up 16.x
BOOT PASSCODE/HELLO FOR (IPAD)
Read Account From Backup Folder
Boot Passcode/Hello IOS 11.x Up 16.x One Click
Change Test Signed Drivers to ON
Read iDevice Info (Recovery Mode)
Automatic Active Backup Restore built-in with One Click
supported by recovery and supported by DFU
Save info to txt file when Backup or reading from a file
Restore Passcode with Disable Update/Reset
Add option to format or restart if backup completes
Ipwnder restart in case of failure
Restore by bypass Setup and disabling Update
Added (Jailbreak) Backup Apple with Info
Added Disable Update/Reset/Skip Setup (One Click)
Added Disable Update/Reset/Skip Setup Ramdisk/HELLO


[ Rockchip ]
Update Read/Write Flash
Factory Reset & Frp






More Come Soon ...

Update online without replace it ...


For New User Download File

Kind Regards, Easy Firmware Team


Get Now EFT Dongle From Nearest Distrubutor/Reseller Here

EFT Tool Pro WithoutDongle","Wait for device...
Download port: Qualcomm HS-USB QDLoader 9008 (COM14)
Port: Qualcomm HS-USB QDLoader 9008 (COM14)
Manufacturer: Qualcomm Incorporated
Waiting for server........ OK
Connect to comport... OK
Read chip info... OK
OEM Private key: 0x23B7FED9A5CAF0BE38C6724E2E01CB3EAC1D30CB52213B40 71CB76B4D42EB2B7
Vendor: GENERIC QUALCOMM
Load loader... OK
Send Loader... FAIL
[PORT ERR] READ TIMED OUT","Quote:
Originally Posted by lucky999
Wait for device...
Download port: Qualcomm HS-USB QDLoader 9008 (COM14)
Port: Qualcomm HS-USB QDLoader 9008 (COM14)
Manufacturer: Qualcomm Incorporated
Waiting for server........ OK
Connect to comport... OK
Read chip info... OK
OEM Private key: 0x23B7FED9A5CAF0BE38C6724E2E01CB3EAC1D30CB52213B40 71CB76B4D42EB2B7
Vendor: GENERIC QUALCOMM
Load loader... OK
Send Loader... FAIL
[PORT ERR] READ TIMED OUT
send me recovery phone",redmi note 10 pro mi account remove supported.?,hope other Xiaomi qualcom devices add too like note 11 redmi 10c redmi note 12 note 9 pro
18,https://forum.gsmhosting.com/vbb/f1014/nokia-2660-flip-ta-1474-factory-reset-3324963/,Nokia 2660 flip TA-1474 Factory Reset,08-04-2024,"Error
please check






STOP HERE:Waiting for server.....OK
Waiting For Device Connection.....OK
USB PORT: SPRD U2S Diag (COM14)
Port: SPRD U2S Diag (COM14)
OPEN COM PORT......OK
Handshake...OK
Enter Diag Mode......OK
Waiting For Device Connection......


STOP HERE:

Waiting For Device Connection......

Waiting For Device Connection......","Quote:
Originally Posted by FullFlash_SL
Error
please check






STOP HERE:Waiting for server.....OK
Waiting For Device Connection.....OK
USB PORT: SPRD U2S Diag (COM14)
Port: SPRD U2S Diag (COM14)
OPEN COM PORT......OK
Handshake...OK
Enter Diag Mode......OK
Waiting For Device Connection......


STOP HERE:

Waiting For Device Connection......

Waiting For Device Connection......

Need test point
Select a CPU type","Read Device Info......OK
Platform Version:MOCOR_20A_MP_W22.04.6_P4_Release
Software Version:20.00.17.01
BASE Version:FM_BASE_20A_THIN_MODEM_MP_W22.04.6_P4
HW Version:UMS9117
buildtime:01-04-2023 20
Ap Version:Platform Version: MOCOR_20A_MP_W22.04.6_P4_Release Software Version: 20.00.17.01 BASE Version: FM_BASE_20A_THIN_MODEM_MP_W22.04.6_P4 HW Version: UMS9117 buildtime:01-04-2023 20:38:17
Search Userdata Partition......OK
Format Userdata Partition......OK
Operation {Factory Reset} ID: 48499D5A45F39FF6
Elapsed time 01:57 -- Version 4.8.0 Release 005 Build 352",,
19,https://forum.gsmhosting.com/vbb/f272/furiousgold-successfully-unlocked-repaired-flashed-phones-661803/,FuriousGold Successfully Unlocked / Repaired / Flashed Phones !!!,07-08-2024,"Post here all your Successfully Unlocked /repaired /flashed Phones Phones By Our Famous Tool make sure to post log or screenshot

don't keep spamming the board

and by the way we have something called Thanks Button","unlock -ok with furious

Searching phone ...

MODEL : KU380
COMPILED DATE : Dec 5 2007 19:09:00
RELEASE DATE : Jul 13 2007 08:00:00
FIRMWARE INFO : KU380-MSM6245-V10a-OCT-19-2007-XX
IMEI : 3583X00***XX-X
BLUETOOTH ADDR : 00 1E 75 45 71 FF

MEMORY ID : 0098:00C1
MEMORY NAME : toshiba_ty9000a800jogg
MEMORY SIZE : 100MB

PERFORMING OPERATION ...

READING NV ...
READY...
SW VERSION: [OK] KU380FL-01-V10a-214-04-OCT-19-2007+4
IMEI: [OK] 3583X00***XX-X
BLUETOOTH ADDR: [OK] FF7145751E00
FORMAT: [OK] IDDE OK

KU380 NV FILE VERSION 2 WITH 805 RECORDS.
WRITING NV ...","Shutdown phone...
Starting service mode
Press POWER button shortly
Model: C72 v22 IMEI: 358134001697304
Exploiting....
Shutdown phone...
Press POWER button shortly
Can't init boot.
Shutdown phone...
Starting service mode
Press POWER button shortly
Can't init service mode.
Try to restore Bootcore..
Shutdown phone...
Press POWER button shortly
FlashID: 0089:880D
Set port speed.
ESN: 5E88A2A9
OTPIMEI: 358134001697304
Memory size: 32Mb
Read memory map.
Reading EEFULL.
IMEI[5009]: 358134001697304
Unlocking
Writing back EEFULL
Restoring Bootcore
Block 5121 good(0602) for OTP Imei
Skey: 53493417 for 358134001697304
Time elapsed: 81843 ms
All done!","Searching phone ...

MODEL : KU380
COMPILED DATE : Dec 6 2007 00:46:00
RELEASE DATE : Sep 5 2007 04:00:00
FIRMWARE INFO : KU380-MSM6245-V10a-SEP-24-2007-XX
IMEI : 35839001951775-7
BLUETOOTH ADDR : 00 1F 6B 81 58 C2

MEMORY ID : 0098:00C1
MEMORY NAME : toshiba_ty9000a800jogg
MEMORY SIZE : 100MB

PERFORMING OPERATION ...

READING NV ...
READY...
SW VERSION: [OK] KU380FL-01-V10a-214-01-SEP-24-2007+4
IMEI: [OK] 35839001951775700
BLUETOOTH ADDR: [OK] C258816B1F00
FORMAT: [OK] IDDE ERROR

KU380 NV FILE VERSION 2 WITH 805 RECORDS.
WRITING NV ...
RESETTING ...
Time needed - 00:00:24","Press power on !
Starting communication ...
Loader version: FuriouSTeaM GSM DEVELOPEMENT
Baud rate changed ok !

Flash ID: 0001:227E 2000
FW INFO: 060526n-08.00 VI1.QCI-0.27E TPWVJ

Locks disabled !
Phone reseted !
Time needed - 00:01:48

by furious"
20,https://forum.gsmhosting.com/vbb/f272/zte-z5031o-unlock-problem-help-3010892/,zte z5031o unlock problem help,08-12-2024,"hello FG team plz help zte z50310 unlock done but still lock

Software engine version: 1.0.0.11086
Searching phone ...

MODEL : QCOM SERIES 59
COMPILED DATE : Dec 5 2018 03:22:00
RELEASE DATE : Nov 2 2018 06:00:00
FIRMWARE INFO : MPSS.JO.3.0-00473-8909_GEN_PACK-1.171641.1.176269.2
IMEI : 86805**********
BLUETOOTH ADDR : 00 00 00 00 00 00

FIRMWARE: OPT_AU_Z5031OV1.0.0B08

close_event_report: OK;
close_log_report: OK;
close_message_report: OK;
closing_com_port: OK;
Starting the backup process;
connect_server: OK;
backup in progress: OK;
Backup saved to: C:\Program Files (x86)\FURIOUS-GOLD\PACK5\86805********_24_03_2022_20_49_40.bkp
switching_download_mode: OK;
closing_com_port: OK;
Preparing to open COM304
Connecting;
Loading;
Init;
Port opened;
Hello Received;
BOOT Loaded;
Getting config;
Getting mem info;
Found an eMMC memory 22CD
Looking for the interface;
Port found [Handset Diagnostic Port (COM73)]
connect_server: OK;
restore in progress: OK;
SIM_LOCK REMOVED !

Log file saved to: LOG_24_03_2022_20_53_29.txt

Time needed - 00:03:53",Still not reply furiousgold team ???????,"Unlock is not supported and was never added. IS easy to check all such info on our website

Br",is it supported now?,"Quote:
Originally Posted by roni2
is it supported now?
No

Br"
21,https://forum.gsmhosting.com/vbb/f272/tcl-t509a-unlock-possible-3325145/,Tcl t509a Unlock Possible?,08-05-2024,"Can I unlock tcl t509a from claro Dominican republic?






Thanks in advance","We don't support that model

Br",,,
